Query_Str,Post_URL,Author_Name,Author_Web_Page_URL,Author_Handle,Verified_Status,UTC_Time,Ads,Tweet_Content,Post_ID,Tweet_URL,Reply_Count,Repost_Count,Like_Count,View_Count,Bookmark_Count,Tweet_Image_URL,Replying_to,Reply_to_Whom,Reply_to_Whom_URL,Reply_to_Whom_Username,Reply_to_Whom_Handle,Language,Type
"""\""Kamala Harris\"""" Harris OR ""Vice OR President OR Harris"" OR KHive -giveaway -free -porn -crypto ##KamalaHarris OR ##Harris2024 OR ##KHive min_faves:5","https://x.com/search?q=""\""Kamala Harris\"""" Harris OR ""Vice OR President OR Harris"" OR KHive -giveaway -free -porn -crypto ##KamalaHarris OR ##Harris2024 OR ##KHive min_faves:5 lang:en until:2024-08-03 since:2024-08-02&src=typed_query",Conservative Brief,https://x.com/ConservBrief,ConservBrief,True,2024-08-02 19:37:59+00:00,False,"Blast From The Past! Here's Don Lemon questioning whether or not Kamala Harris is truly African-American. This seems to be a discussion that will not go away, as much as Harris wants it to. #DonLemon #KamalaHarris #AfricanAmerican #Indian",1819457636720693317,https://x.com/ConservBrief/status/1819457636720693317,15,69,108,9408,13,https://pbs.twimg.com/ext_tw_video_thumb/1819457608861749248/pu/img/XATthSNbRMNCS3JZ.jpg,False,,,,,en,Top
"""\""Kamala Harris\"""" Harris OR ""Vice OR President OR Harris"" OR KHive -giveaway -free -porn -crypto ##KamalaHarris OR ##Harris2024 OR ##KHive min_faves:5","https://x.com/search?q=""\""Kamala Harris\"""" Harris OR ""Vice OR President OR Harris"" OR KHive -giveaway -free -porn -crypto ##KamalaHarris OR ##Harris2024 OR ##KHive min_faves:5 lang:en until:2024-08-03 since:2024-08-02&src=typed_query",Conservative Brief,https://x.com/ConservBrief,ConservBrief,True,2024-08-02 19:37:59+00:00,False,"Blast From The Past! Here's Don Lemon questioning whether or not Kamala Harris is truly African-American. This seems to be a discussion that will not go away, as much as Harris wants it to. #DonLemon #KamalaHarris #AfricanAmerican #Indian",1819457636720693317,https://x.com/ConservBrief/status/1819457636720693317,15,69,108,9408,13,https://pbs.twimg.com/ext_tw_video_thumb/1819457608861749248/pu/img/XATthSNbRMNCS3JZ.jpg,False,,,,,en,Latest
"""\""Kamala Harris\"""" Harris OR ""Vice OR President OR Harris"" OR KHive -giveaway -free -porn -crypto ##KamalaHarris OR ##Harris2024 OR ##KHive min_faves:5","https://x.com/search?q=""\""Kamala Harris\"""" Harris OR ""Vice OR President OR Harris"" OR KHive -giveaway -free -porn -crypto ##KamalaHarris OR ##Harris2024 OR ##KHive min_faves:5 lang:en until:2024-08-03 since:2024-08-02&src=typed_query",Antonio Moore,https://x.com/tonetalks,tonetalks,True,2024-08-02 20:09:33+00:00,False,"“Kamala Harris Hires David Plouffe, Former Obama Campaign Adviser” This is the same guy that pushed Uber on America which lead to a destruction of labor laws. https://www.politico.com/news/2024/08/02/plouffe-joins-harris-campaign-as-senior-adviser-00172478 #kamalaharris campaign is nonsense. No platform, no interviews, &amp; David Plouffe #Uber mastermind.",1819465584037556287,https://x.com/tonetalks/status/1819465584037556287,8,88,174,4096,18,,False,,,,,en,Latest
"""\""Kamala Harris\"""" Harris OR ""Vice OR President OR Harris"" OR KHive -giveaway -free -porn -crypto ##KamalaHarris OR ##Harris2024 OR ##KHive min_faves:5","https://x.com/search?q=""\""Kamala Harris\"""" Harris OR ""Vice OR President OR Harris"" OR KHive -giveaway -free -porn -crypto ##KamalaHarris OR ##Harris2024 OR ##KHive min_faves:5 lang:en until:2024-08-03 since:2024-08-02&src=typed_query",KVAL News,https://x.com/KVALnews,KVALnews,False,2024-08-02 20:12:01+00:00,False,"History made! Vice President Kamala Harris has clinched the nomination, securing her position as the Democratic party's presidential candidate. #liveonKVAL #DemocraticNominee #KamalaHarris Find out more here: https://bit.ly/4fr6LWz",1819466202881663484,https://x.com/KVALnews/status/1819466202881663484,14,4,10,3462,0,,False,,,,,en,Latest
"""\""Kamala Harris\"""" Harris OR ""Vice OR President OR Harris"" OR KHive -giveaway -free -porn -crypto ##KamalaHarris OR ##Harris2024 OR ##KHive min_faves:5","https://x.com/search?q=""\""Kamala Harris\"""" Harris OR ""Vice OR President OR Harris"" OR KHive -giveaway -free -porn -crypto ##KamalaHarris OR ##Harris2024 OR ##KHive min_faves:5 lang:en until:2024-08-03 since:2024-08-02&src=typed_query",TxGuy2028,https://x.com/TxGuy2022,TxGuy2022,False,2024-08-02 20:23:46+00:00,False,12 Days: Kamala Harris has not held a press conference since emerging as presumptive Democratic nominee #HidingHarris #kamalaHarris https://www.foxnews.com/media/12-days-kamala-harris-has-not-held-press-conference-since-emerging-presumptive-democratic-nominee,1819469160537059472,https://x.com/TxGuy2022/status/1819469160537059472,3,1,7,263,1,,False,,,,,en,Latest
"""\""Kamala Harris\"""" Harris OR ""Vice OR President OR Harris"" OR KHive -giveaway -free -porn -crypto ##KamalaHarris OR ##Harris2024 OR ##KHive min_faves:5","https://x.com/search?q=""\""Kamala Harris\"""" Harris OR ""Vice OR President OR Harris"" OR KHive -giveaway -free -porn -crypto ##KamalaHarris OR ##Harris2024 OR ##KHive min_faves:5 lang:en until:2024-08-03 since:2024-08-02&src=typed_query",Stephen Davis,https://x.com/Stephend1776,Stephend1776,True,2024-08-02 20:26:44+00:00,False,Mainstream media &amp; Google for Kamala Harris are like make-up &amp; photoshop for a very ugly woman. They are doing EVERYTHING in their power to make her look good. It's We The People Vs. Propagandists #KamalaHarris,1819469906070622631,https://x.com/Stephend1776/status/1819469906070622631,3,5,26,2081,4,https://pbs.twimg.com/ext_tw_video_thumb/1819469407044689920/pu/img/Nj6onomZdVPAKZzi.jpg,False,,,,,en,Latest
"""\""Kamala Harris\"""" Harris OR ""Vice OR President OR Harris"" OR KHive -giveaway -free -porn -crypto ##KamalaHarris OR ##Harris2024 OR ##KHive min_faves:5","https://x.com/search?q=""\""Kamala Harris\"""" Harris OR ""Vice OR President OR Harris"" OR KHive -giveaway -free -porn -crypto ##KamalaHarris OR ##Harris2024 OR ##KHive min_faves:5 lang:en until:2024-08-03 since:2024-08-02&src=typed_query",Stephen Davis,https://x.com/Stephend1776,Stephend1776,True,2024-08-02 20:26:44+00:00,False,Mainstream media &amp; Google for Kamala Harris are like make-up &amp; photoshop for a very ugly woman. They are doing EVERYTHING in their power to make her look good. It's We The People Vs. Propagandists #KamalaHarris,1819469906070622631,https://x.com/Stephend1776/status/1819469906070622631,3,5,26,2081,4,https://pbs.twimg.com/ext_tw_video_thumb/1819469407044689920/pu/img/Nj6onomZdVPAKZzi.jpg,False,,,,,en,Top
"""\""Kamala Harris\"""" Harris OR ""Vice OR President OR Harris"" OR KHive -giveaway -free -porn -crypto ##KamalaHarris OR ##Harris2024 OR ##KHive min_faves:5","https://x.com/search?q=""\""Kamala Harris\"""" Harris OR ""Vice OR President OR Harris"" OR KHive -giveaway -free -porn -crypto ##KamalaHarris OR ##Harris2024 OR ##KHive min_faves:5 lang:en until:2024-08-03 since:2024-08-02&src=typed_query",Democrats Abroad France 💙 💪 #Resist,https://x.com/DemsAbroadFR,DemsAbroadFR,False,2024-08-02 20:46:07+00:00,False,Congratulations to VP Kamala Harris for securing the presidential nomination of @Thedemocrats today! 🥂🎉🙌 We are THRILLED to work with you to win this fall and continue the amazing work you and POTUS have done for Americans everywhere! #KamalaHarris2024 #KamalaHarris,1819474784952180822,https://x.com/DemsAbroadFR/status/1819474784952180822,0,7,14,247,0,https://pbs.twimg.com/media/GUAR-5pXcAAswMm.jpg,False,,,,,en,Latest
"""\""Kamala Harris\"""" Harris OR ""Vice OR President OR Harris"" OR KHive -giveaway -free -porn -crypto ##KamalaHarris OR ##Harris2024 OR ##KHive min_faves:5","https://x.com/search?q=""\""Kamala Harris\"""" Harris OR ""Vice OR President OR Harris"" OR KHive -giveaway -free -porn -crypto ##KamalaHarris OR ##Harris2024 OR ##KHive min_faves:5 lang:en until:2024-08-03 since:2024-08-02&src=typed_query",Bonnie Greer,https://x.com/Bonn1eGreer,Bonn1eGreer,False,2024-08-02 21:12:53+00:00,False,Th #KamalaHarris thing: is real . It's a #vibeshift...which I write about for @BylineTimes. And #Trump-him scared. #KamalaHarris2024 https://www.nytimes.com/2024/08/02/opinion/kamala-harris-atlanta-rally.html,1819481519368380699,https://x.com/Bonn1eGreer/status/1819481519368380699,2,6,13,3185,0,,False,,,,,en,Latest
"""\""Kamala Harris\"""" Harris OR ""Vice OR President OR Harris"" OR KHive -giveaway -free -porn -crypto ##KamalaHarris OR ##Harris2024 OR ##KHive min_faves:5","https://x.com/search?q=""\""Kamala Harris\"""" Harris OR ""Vice OR President OR Harris"" OR KHive -giveaway -free -porn -crypto ##KamalaHarris OR ##Harris2024 OR ##KHive min_faves:5 lang:en until:2024-08-03 since:2024-08-02&src=typed_query",phxrrs1💙,https://x.com/phxrrs1,phxrrs1,False,2024-08-02 21:24:23+00:00,False,"#DemVoice1 #ProudBlie #Harris2024 “At every step of the way, I’ve been guided by the words I spoke from the first time I stood in a courtroom: ‘Kamala Harris, For the People.'” 💙🇺🇸",1819484414243754386,https://x.com/phxrrs1/status/1819484414243754386,3,49,125,2106,0,https://pbs.twimg.com/media/GUAbbn8b0AI9-tX.jpg,False,,,,,en,Latest
"""\""Kamala Harris\"""" Harris OR ""Vice OR President OR Harris"" OR KHive -giveaway -free -porn -crypto ##KamalaHarris OR ##Harris2024 OR ##KHive min_faves:5","https://x.com/search?q=""\""Kamala Harris\"""" Harris OR ""Vice OR President OR Harris"" OR KHive -giveaway -free -porn -crypto ##KamalaHarris OR ##Harris2024 OR ##KHive min_faves:5 lang:en until:2024-08-03 since:2024-08-02&src=typed_query",phxrrs1💙,https://x.com/phxrrs1,phxrrs1,False,2024-08-02 21:24:23+00:00,False,"#DemVoice1 #ProudBlie #Harris2024 “At every step of the way, I’ve been guided by the words I spoke from the first time I stood in a courtroom: ‘Kamala Harris, For the People.'” 💙🇺🇸",1819484414243754386,https://x.com/phxrrs1/status/1819484414243754386,3,49,125,2106,0,https://pbs.twimg.com/media/GUAbbn8b0AI9-tX.jpg,False,,,,,en,Top
"""\""Kamala Harris\"""" Harris OR ""Vice OR President OR Harris"" OR KHive -giveaway -free -porn -crypto ##KamalaHarris OR ##Harris2024 OR ##KHive min_faves:5","https://x.com/search?q=""\""Kamala Harris\"""" Harris OR ""Vice OR President OR Harris"" OR KHive -giveaway -free -porn -crypto ##KamalaHarris OR ##Harris2024 OR ##KHive min_faves:5 lang:en until:2024-08-03 since:2024-08-02&src=typed_query",Christian Stran,https://x.com/christianstran_,christianstran_,True,2024-08-02 22:19:43+00:00,False,Hopefully Kamala Harris can win this! 🙏🏼 Many expressed concerns it appears “undemocratic” to coronate Harris without winning a primary election. I hope Harris picks a smart progressive for VP such as Walz or Beshear. #Harris2024,1819498338322121078,https://x.com/christianstran_/status/1819498338322121078,3,1,23,1408,0,,False,,,,,en,Latest
"""\""Kamala Harris\"""" Harris OR ""Vice OR President OR Harris"" OR KHive -giveaway -free -porn -crypto ##KamalaHarris OR ##Harris2024 OR ##KHive min_faves:5","https://x.com/search?q=""\""Kamala Harris\"""" Harris OR ""Vice OR President OR Harris"" OR KHive -giveaway -free -porn -crypto ##KamalaHarris OR ##Harris2024 OR ##KHive min_faves:5 lang:en until:2024-08-03 since:2024-08-02&src=typed_query",MAKERS,https://x.com/MAKERSwomen,MAKERSwomen,False,2024-08-02 22:24:01+00:00,False,"🎶🔥 Beyoncé's iconic track ""Freedom"" is now the anthem of Kamala Harris' 2024 presidential campaign! ✊🏽✊ https://bit.ly/4d2C2gJ #KamalaHarris #Beyoncé #Election2024 #MAKERS #MAKERSWomen",1819499420754334127,https://x.com/MAKERSwomen/status/1819499420754334127,0,1,6,791,0,,False,,,,,en,Latest
"""\""Kamala Harris\"""" Harris OR ""Vice OR President OR Harris"" OR KHive -giveaway -free -porn -crypto ##KamalaHarris OR ##Harris2024 OR ##KHive min_faves:5","https://x.com/search?q=""\""Kamala Harris\"""" Harris OR ""Vice OR President OR Harris"" OR KHive -giveaway -free -porn -crypto ##KamalaHarris OR ##Harris2024 OR ##KHive min_faves:5 lang:en until:2024-08-03 since:2024-08-02&src=typed_query",MAKERS,https://x.com/MAKERSwomen,MAKERSwomen,False,2024-08-02 22:24:01+00:00,False,"🎶🔥 Beyoncé's iconic track ""Freedom"" is now the anthem of Kamala Harris' 2024 presidential campaign! ✊🏽✊ https://bit.ly/4d2C2gJ #KamalaHarris #Beyoncé #Election2024 #MAKERS #MAKERSWomen",1819499420754334127,https://x.com/MAKERSwomen/status/1819499420754334127,0,1,6,791,0,,False,,,,,en,Top
"""\""Kamala Harris\"""" Harris OR ""Vice OR President OR Harris"" OR KHive -giveaway -free -porn -crypto ##KamalaHarris OR ##Harris2024 OR ##KHive min_faves:5","https://x.com/search?q=""\""Kamala Harris\"""" Harris OR ""Vice OR President OR Harris"" OR KHive -giveaway -free -porn -crypto ##KamalaHarris OR ##Harris2024 OR ##KHive min_faves:5 lang:en until:2024-08-03 since:2024-08-02&src=typed_query",Annie Frey,https://x.com/anniefreyshow,anniefreyshow,True,2024-08-02 22:32:19+00:00,False,Caller John explains why he cannot support Kamala Harris #2024Election #Trump #KamalaHarris,1819501511916818765,https://x.com/anniefreyshow/status/1819501511916818765,7,4,24,1087,0,https://pbs.twimg.com/amplify_video_thumb/1819501472914030592/img/rZbyfFhIWzn9Az-H.jpg,False,,,,,en,Latest
"""\""Kamala Harris\"""" Harris OR ""Vice OR President OR Harris"" OR KHive -giveaway -free -porn -crypto ##KamalaHarris OR ##Harris2024 OR ##KHive min_faves:5","https://x.com/search?q=""\""Kamala Harris\"""" Harris OR ""Vice OR President OR Harris"" OR KHive -giveaway -free -porn -crypto ##KamalaHarris OR ##Harris2024 OR ##KHive min_faves:5 lang:en until:2024-08-03 since:2024-08-02&src=typed_query",Annie Frey,https://x.com/anniefreyshow,anniefreyshow,True,2024-08-02 22:32:19+00:00,False,Caller John explains why he cannot support Kamala Harris #2024Election #Trump #KamalaHarris,1819501511916818765,https://x.com/anniefreyshow/status/1819501511916818765,7,4,24,1087,0,https://pbs.twimg.com/amplify_video_thumb/1819501472914030592/img/rZbyfFhIWzn9Az-H.jpg,False,,,,,en,Top
"""\""Kamala Harris\"""" Harris OR ""Vice OR President OR Harris"" OR KHive -giveaway -free -porn -crypto ##KamalaHarris OR ##Harris2024 OR ##KHive min_faves:5","https://x.com/search?q=""\""Kamala Harris\"""" Harris OR ""Vice OR President OR Harris"" OR KHive -giveaway -free -porn -crypto ##KamalaHarris OR ##Harris2024 OR ##KHive min_faves:5 lang:en until:2024-08-03 since:2024-08-02&src=typed_query",Democrats Abroad Canada 🇺🇸🇨🇦,https://x.com/DemsAbroadCan,DemsAbroadCan,False,2024-08-02 22:35:55+00:00,False,"It's official! Our Democratic nominee for President is VP Kamala Harris! The first Black and South Asian American woman to be the nominee for President of the United States. And with our #VoteFromAbroad, we’re going to send her to the White House! #DemsAbroad #Harris2024 #Kamala",1819502417349955772,https://x.com/DemsAbroadCan/status/1819502417349955772,0,10,19,756,0,https://pbs.twimg.com/media/GUArzegXEAAdOmQ.jpg,False,,,,,en,Top
"""\""Kamala Harris\"""" Harris OR ""Vice OR President OR Harris"" OR KHive -giveaway -free -porn -crypto ##KamalaHarris OR ##Harris2024 OR ##KHive min_faves:5","https://x.com/search?q=""\""Kamala Harris\"""" Harris OR ""Vice OR President OR Harris"" OR KHive -giveaway -free -porn -crypto ##KamalaHarris OR ##Harris2024 OR ##KHive min_faves:5 lang:en until:2024-08-03 since:2024-08-02&src=typed_query",Democrats Abroad Canada 🇺🇸🇨🇦,https://x.com/DemsAbroadCan,DemsAbroadCan,False,2024-08-02 22:35:55+00:00,False,"It's official! Our Democratic nominee for President is VP Kamala Harris! The first Black and South Asian American woman to be the nominee for President of the United States. And with our #VoteFromAbroad, we’re going to send her to the White House! #DemsAbroad #Harris2024 #Kamala",1819502417349955772,https://x.com/DemsAbroadCan/status/1819502417349955772,0,10,19,756,0,https://pbs.twimg.com/media/GUArzegXEAAdOmQ.jpg,False,,,,,en,Latest
"""\""Kamala Harris\"""" Harris OR ""Vice OR President OR Harris"" OR KHive -giveaway -free -porn -crypto ##KamalaHarris OR ##Harris2024 OR ##KHive min_faves:5","https://x.com/search?q=""\""Kamala Harris\"""" Harris OR ""Vice OR President OR Harris"" OR KHive -giveaway -free -porn -crypto ##KamalaHarris OR ##Harris2024 OR ##KHive min_faves:5 lang:en until:2024-08-03 since:2024-08-02&src=typed_query",Black Gays for Kamala Harris,https://x.com/BlkGays4Harris,BlkGays4Harris,False,2024-08-02 22:41:33+00:00,False,"🚨 Calling all #KHive and allies! 🚨 Let's fuel Kamala's campaign together. Every dollar counts, no matter how small! Donate now at https://secure.kamalaharris.com/a/lgbtq-bvf-2?attr=121754512 and spread the word. 🌟✊🏾 Retweet and share to make a difference! #Kamala2024 #DonateNow",1819503834202296823,https://x.com/BlkGays4Harris/status/1819503834202296823,1,3,7,360,0,https://pbs.twimg.com/ext_tw_video_thumb/1816506201376464896/pu/img/dEQECzb4r6srSj0S.jpg,False,,,,,en,Top
"""\""Kamala Harris\"""" Harris OR ""Vice OR President OR Harris"" OR KHive -giveaway -free -porn -crypto ##KamalaHarris OR ##Harris2024 OR ##KHive min_faves:5","https://x.com/search?q=""\""Kamala Harris\"""" Harris OR ""Vice OR President OR Harris"" OR KHive -giveaway -free -porn -crypto ##KamalaHarris OR ##Harris2024 OR ##KHive min_faves:5 lang:en until:2024-08-04 since:2024-08-03&src=typed_query",Carl Gorney,https://x.com/buffalocharging,buffalocharging,False,2024-08-03 01:41:06+00:00,False,"@kamala_wins47 Memo to Elon: TOUGH. For EVERY Harris-backed account you delete, a LOT more will go up in their place. Face this fact: There are a lot more of US than there are of YOU and your worshippers. #Harris2024",1819549020798214301,https://x.com/buffalocharging/status/1819549020798214301,2,19,64,1939,0,,True,kamala_wins47,https://x.com/kamala_wins47,Kamala's Wins 24,kamala_wins47,en,Latest
"""\""Kamala Harris\"""" Harris OR ""Vice OR President OR Harris"" OR KHive -giveaway -free -porn -crypto ##KamalaHarris OR ##Harris2024 OR ##KHive min_faves:5","https://x.com/search?q=""\""Kamala Harris\"""" Harris OR ""Vice OR President OR Harris"" OR KHive -giveaway -free -porn -crypto ##KamalaHarris OR ##Harris2024 OR ##KHive min_faves:5 lang:en until:2024-08-04 since:2024-08-03&src=typed_query",The Hindu,https://x.com/the_hindu,the_hindu,True,2024-08-03 02:23:50+00:00,False,"U.S. Vice President #KamalaHarris effectively secured the Democratic party's presidential nomination on August 2, confirming her remarkable rise to party standard bearer in November's showdown against Republican #DonaldTrump. https://www.thehindu.com/news/international/kamala-harris-secures-democratic-presidential-nomination/article68479149.ece",1819559774725218371,https://x.com/the_hindu/status/1819559774725218371,0,0,13,4814,0,,False,,,,,en,Latest
"""\""Kamala Harris\"""" Harris OR ""Vice OR President OR Harris"" OR KHive -giveaway -free -porn -crypto ##KamalaHarris OR ##Harris2024 OR ##KHive min_faves:5","https://x.com/search?q=""\""Kamala Harris\"""" Harris OR ""Vice OR President OR Harris"" OR KHive -giveaway -free -porn -crypto ##KamalaHarris OR ##Harris2024 OR ##KHive min_faves:5 lang:en until:2024-08-04 since:2024-08-03&src=typed_query",The Hindu,https://x.com/the_hindu,the_hindu,True,2024-08-03 02:23:50+00:00,False,"U.S. Vice President #KamalaHarris effectively secured the Democratic party's presidential nomination on August 2, confirming her remarkable rise to party standard bearer in November's showdown against Republican #DonaldTrump. https://www.thehindu.com/news/international/kamala-harris-secures-democratic-presidential-nomination/article68479149.ece",1819559774725218371,https://x.com/the_hindu/status/1819559774725218371,0,0,13,4814,0,,False,,,,,en,Top
"""\""Kamala Harris\"""" Harris OR ""Vice OR President OR Harris"" OR KHive -giveaway -free -porn -crypto ##KamalaHarris OR ##Harris2024 OR ##KHive min_faves:5","https://x.com/search?q=""\""Kamala Harris\"""" Harris OR ""Vice OR President OR Harris"" OR KHive -giveaway -free -porn -crypto ##KamalaHarris OR ##Harris2024 OR ##KHive min_faves:5 lang:en until:2024-08-04 since:2024-08-03&src=typed_query","Au Purrr , #IStandWithUkraine",https://x.com/ricklevy67,ricklevy67,False,2024-08-03 02:48:47+00:00,False,@KamalaHarris secures delegate votes for the #Democratic nominee for #President plus over US$300 million in donations. #KamalaHarris is the 1st #WomenOfColour to secure nomination for president. She will officialy accept the nomination next week #auspol https://www.abc.net.au/news/2024-08-03/kamala-harris-secures-enough-vote-to-be-presidential-nominee/104179394,1819566052868845630,https://x.com/ricklevy67/status/1819566052868845630,0,6,11,335,0,,True,KamalaHarris,https://x.com/KamalaHarris,Kamala Harris,KamalaHarris,en,Latest
"""\""Kamala Harris\"""" Harris OR ""Vice OR President OR Harris"" OR KHive -giveaway -free -porn -crypto ##KamalaHarris OR ##Harris2024 OR ##KHive min_faves:5","https://x.com/search?q=""\""Kamala Harris\"""" Harris OR ""Vice OR President OR Harris"" OR KHive -giveaway -free -porn -crypto ##KamalaHarris OR ##Harris2024 OR ##KHive min_faves:5 lang:en until:2024-08-04 since:2024-08-03&src=typed_query","Au Purrr , #IStandWithUkraine",https://x.com/ricklevy67,ricklevy67,False,2024-08-03 02:48:47+00:00,False,@KamalaHarris secures delegate votes for the #Democratic nominee for #President plus over US$300 million in donations. #KamalaHarris is the 1st #WomenOfColour to secure nomination for president. She will officialy accept the nomination next week #auspol https://www.abc.net.au/news/2024-08-03/kamala-harris-secures-enough-vote-to-be-presidential-nominee/104179394,1819566052868845630,https://x.com/ricklevy67/status/1819566052868845630,0,6,11,335,0,,True,KamalaHarris,https://x.com/KamalaHarris,Kamala Harris,KamalaHarris,en,Top
"""\""Kamala Harris\"""" Harris OR ""Vice OR President OR Harris"" OR KHive -giveaway -free -porn -crypto ##KamalaHarris OR ##Harris2024 OR ##KHive min_faves:5","https://x.com/search?q=""\""Kamala Harris\"""" Harris OR ""Vice OR President OR Harris"" OR KHive -giveaway -free -porn -crypto ##KamalaHarris OR ##Harris2024 OR ##KHive min_faves:5 lang:en until:2024-08-04 since:2024-08-03&src=typed_query",Prince Carlton ⚡️🇺🇸,https://x.com/_PrinceCarlton_,_PrinceCarlton_,True,2024-08-03 03:35:01+00:00,False,"MUST SEE! Drawing parallels to Michael Jackson's ""Black or White"" video, social media users suggest that this is how Kamala Harris change her race based on her audience. #kamalaharris",1819577687620419943,https://x.com/_PrinceCarlton_/status/1819577687620419943,5,21,44,4111,32,https://pbs.twimg.com/amplify_video_thumb/1819577619450413056/img/tHldYLZnRD4OwhvS.jpg,False,,,,,en,Latest
"""\""Kamala Harris\"""" Harris OR ""Vice OR President OR Harris"" OR KHive -giveaway -free -porn -crypto ##KamalaHarris OR ##Harris2024 OR ##KHive min_faves:5","https://x.com/search?q=""\""Kamala Harris\"""" Harris OR ""Vice OR President OR Harris"" OR KHive -giveaway -free -porn -crypto ##KamalaHarris OR ##Harris2024 OR ##KHive min_faves:5 lang:en until:2024-08-04 since:2024-08-03&src=typed_query",Prince Carlton ⚡️🇺🇸,https://x.com/_PrinceCarlton_,_PrinceCarlton_,True,2024-08-03 03:35:01+00:00,False,"MUST SEE! Drawing parallels to Michael Jackson's ""Black or White"" video, social media users suggest that this is how Kamala Harris change her race based on her audience. #kamalaharris",1819577687620419943,https://x.com/_PrinceCarlton_/status/1819577687620419943,5,21,44,4111,32,https://pbs.twimg.com/amplify_video_thumb/1819577619450413056/img/tHldYLZnRD4OwhvS.jpg,False,,,,,en,Top
"""\""Kamala Harris\"""" Harris OR ""Vice OR President OR Harris"" OR KHive -giveaway -free -porn -crypto ##KamalaHarris OR ##Harris2024 OR ##KHive min_faves:5","https://x.com/search?q=""\""Kamala Harris\"""" Harris OR ""Vice OR President OR Harris"" OR KHive -giveaway -free -porn -crypto ##KamalaHarris OR ##Harris2024 OR ##KHive min_faves:5 lang:en until:2024-08-04 since:2024-08-03&src=typed_query",Joey Palimeno,https://x.com/PalimenoForGAD1,PalimenoForGAD1,False,2024-08-03 03:37:35+00:00,False,"Workers don't cause inflation, corporate greed does. The middle class built this country and unions built the middle class. We have this again, by voting for pro-labor candidates like Kamala Harris #EconomyForAll #Harris2024",1819578333459337253,https://x.com/PalimenoForGAD1/status/1819578333459337253,0,3,4,59,0,https://pbs.twimg.com/media/GUBw2cnW8AALryH.jpg,False,,,,,en,Top
"""\""Kamala Harris\"""" Harris OR ""Vice OR President OR Harris"" OR KHive -giveaway -free -porn -crypto ##KamalaHarris OR ##Harris2024 OR ##KHive min_faves:5","https://x.com/search?q=""\""Kamala Harris\"""" Harris OR ""Vice OR President OR Harris"" OR KHive -giveaway -free -porn -crypto ##KamalaHarris OR ##Harris2024 OR ##KHive min_faves:5 lang:en until:2024-08-04 since:2024-08-03&src=typed_query",Joey Palimeno,https://x.com/PalimenoForGAD1,PalimenoForGAD1,False,2024-08-03 03:37:35+00:00,False,"Workers don't cause inflation, corporate greed does. The middle class built this country and unions built the middle class. We have this again, by voting for pro-labor candidates like Kamala Harris #EconomyForAll #Harris2024",1819578333459337253,https://x.com/PalimenoForGAD1/status/1819578333459337253,0,3,4,59,0,https://pbs.twimg.com/media/GUBw2cnW8AALryH.jpg,False,,,,,en,Latest
"""\""Kamala Harris\"""" Harris OR ""Vice OR President OR Harris"" OR KHive -giveaway -free -porn -crypto ##KamalaHarris OR ##Harris2024 OR ##KHive min_faves:5","https://x.com/search?q=""\""Kamala Harris\"""" Harris OR ""Vice OR President OR Harris"" OR KHive -giveaway -free -porn -crypto ##KamalaHarris OR ##Harris2024 OR ##KHive min_faves:5 lang:en until:2024-08-04 since:2024-08-03&src=typed_query",Jackson Heggy,https://x.com/JacksonHeggy,JacksonHeggy,False,2024-08-03 05:48:34+00:00,False,"👉 KAMALA HARRIS: Dear Donald, I know it's been almost 4 years, but just a heads-up (hehehe sorry), I intend to blame YOU for the current bad jobs report. Why? Because I can and noone will question me. Why not? Because I won't let them. KH #Trump #KamalaHarris #POTUS #Kamala",1819611296179814550,https://x.com/JacksonHeggy/status/1819611296179814550,0,0,1,33,0,https://pbs.twimg.com/media/GUCO1Hwb0AAnwUp.jpg,False,,,,,en,Top
"""\""Kamala Harris\"""" Harris OR ""Vice OR President OR Harris"" OR KHive -giveaway -free -porn -crypto ##KamalaHarris OR ##Harris2024 OR ##KHive min_faves:5","https://x.com/search?q=""\""Kamala Harris\"""" Harris OR ""Vice OR President OR Harris"" OR KHive -giveaway -free -porn -crypto ##KamalaHarris OR ##Harris2024 OR ##KHive min_faves:5 lang:en until:2024-08-04 since:2024-08-03&src=typed_query",The Times Of India,https://x.com/timesofindia,timesofindia,True,2024-08-03 07:25:00+00:00,False,#DonaldTrump agrees to participate in debate with #KamalaHarris on September 4 Former US President Donald Trump said that he has accepted an invitation from Fox News to engage in a debate with Vice President Kamala Harris Read more🔗http://toi.in/I2moIa,1819635563445559746,https://x.com/timesofindia/status/1819635563445559746,1,1,13,4175,0,https://pbs.twimg.com/media/GUCkW_Qa8AARYdz.jpg,False,,,,,en,Top
